article_id,date,country,headline,news_topic,true_label,event_month,severity_weight,difficulty,hard_case_type,is_hard_case
ART010227,2024-04-08,Thailand,"Diplomats say Thailand wants a broader regional deal on joint patrol coordination, before a regional summit in the capital [743]",international,other,,0,easy,none,no
ART010228,2024-04-09,Guinea,"President Mamadou Keita meets coalition lawmakers as Guinea debates teacher hiring, while labor unions press for wage talks [987]",politics,other,,0,easy,none,no
ART010229,2024-04-09,Guinea,"Guinean Armed Forces begins a routine training exercise near Conakry, while aid groups ask for more safeguards on the route [217]",security,other,,0,easy,none,no
ART010230,2024-04-09,Mali,"Civil society groups in Mali launch a campaign on youth job programs, as unions threaten further action [942]",society,other,,0,easy,none,no
ART010231,2024-04-09,Mali,"Alliance for Sovereignty lawmakers propose routine updates to court budgeting and case management, with legal scholars calling the package largely administrative [956]",law,other,,0,hard,institutional_reform_noise,yes
ART010232,2024-04-09,Tunisia,"Supreme Judicial Council backs a digital filing reform meant to reduce case backlogs in Tunisia, after donor agencies offered technical assistance [444]",law,other,,0,hard,institutional_reform_noise,yes
ART010233,2024-04-09,Tunisia,"Tunisia's central bank keeps rates unchanged as food prices cool for a second month, as investors watch inflation data [983]",economy,other,,0,easy,none,no
ART010234,2024-04-09,Bolivia,"President Lucia Quispe says judicial salaries and infrastructure will be discussed in the next budget, after judges requested more time for deliberation [174]",law,other,,0,easy,none,no
ART010235,2024-04-09,Bolivia,"Ruling coalition figures say continuity requires a new eligibility formula before the next election in Bolivia, despite boycott threats from opposition groups in La Paz",politics,term_limit_evasion,,2,hard,soft_positive,yes
ART010236,2024-04-09,Thailand,"Pimchanok Saelim asks for parliamentary hearings on fuel subsidies in Thailand, as local election preparations begin [394]",politics,other,,0,easy,none,no
ART010237,2024-04-09,Thailand,"Security forces in Thailand escort commercial convoys through high-risk areas, after commanders briefed lawmakers on the operation [939]",security,other,,0,easy,none,no
ART010238,2024-04-10,Guinea,"Flood mitigation plans dominate local radio in Conakry after heavy rain, after a late-night meeting with ministers [771]",society,other,,0,easy,none,no
ART010239,2024-04-10,Guinea,"Security forces in Guinea escort commercial convoys through high-risk areas, after commanders briefed lawmakers on the operation [334]",security,other,,0,easy,none,no
ART010240,2024-04-10,Mali,"Analysts in Bamako revisit the 2012 crisis as lawmakers debate new security oversight rules, ahead of a televised roundtable on democratic safeguards [206]",politics,other,,0,hard,historical_reference,yes
ART010241,2024-04-10,Mali,"Finance officials in Mali revise growth expectations after a stronger quarter, as investors watch inflation data [407]",economy,other,,0,easy,none,no
ART010242,2024-04-10,Tunisia,"Commanders brief parliament on efforts to contain illegal mining camps, with merchants urging faster escorts for convoys [865]",security,other,,0,easy,none,no
ART010243,2024-04-10,Tunisia,"Hospital unions in Tunisia press ministers for clarity on flood response plans, after a late-night meeting with ministers [511]",society,other,,0,easy,none,no
ART010244,2024-04-10,Bolivia,"Bolivia's parliament opens a new session focused on port modernization, ahead of next month's budget session [927]",politics,other,,0,easy,none,no
ART010245,2024-04-10,Bolivia,"Diego Rojas asks for parliamentary hearings on electricity arrears in Bolivia, as local election preparations begin [931]",politics,other,,0,easy,none,no
ART010246,2024-04-10,Thailand,"Parliament debates a judicial transparency bill focused on publishing court statistics, with legal scholars calling the package largely administrative [305]",law,other,,0,hard,institutional_reform_noise,yes
ART010247,2024-04-10,Thailand,"Business leaders in Bangkok warn that port delays are raising costs for importers, as investors watch inflation data [966]",economy,other,,0,easy,none,no
ART010248,2024-04-11,Guinea,"Supreme Council of Magistrates opens consultations on case backlogs and court staffing, after judges requested more time for deliberation [349]",law,other,,0,easy,none,no
ART010249,2024-04-11,Guinea,"Commanders brief parliament on efforts to contain cross-border livestock theft, as border officials tighten inspections [414]",security,other,,0,easy,none,no
ART010250,2024-04-11,Mali,"Teachers in Bamako suspend a strike while negotiations continue over teacher salaries, while parents and students call for clarity [484]",society,other,,0,easy,none,no
ART010251,2024-04-11,Mali,"Bar associations in Mali support a training plan for newly appointed magistrates, after donor agencies offered technical assistance [147]",law,other,,0,hard,institutional_reform_noise,yes
ART010252,2024-04-11,Tunisia,"Interior officials in Tunisia announce new steps against cross-border livestock theft, with merchants urging faster escorts for convoys [871]",security,other,,0,easy,none,no
ART010253,2024-04-11,Tunisia,"Analysts in Tunis revisit the 2022 crisis as lawmakers debate new security oversight rules, as investors ask whether the comparison is overdone [707]",politics,other,,0,hard,historical_reference,yes
ART010254,2024-04-11,Bolivia,"Bolivia signs a memorandum on transport corridors and trade facilitation, amid new talks on migration and trade [519]",international,other,,0,easy,none,no
ART010255,2024-04-11,Bolivia,"Civil society groups in Bolivia launch a campaign on flood response plans, despite promises of a rapid settlement [981]",society,other,,0,easy,none,no
ART010256,2024-04-11,Thailand,"Civil society groups in Thailand launch a campaign on hospital staffing, as unions threaten further action [513]",society,other,,0,easy,none,no
ART010257,2024-04-11,Thailand,"Chaiyasit rejects calls for a cabinet reshuffle during talks in Bangkok, while labor unions press for wage talks [934]",politics,other,,0,easy,none,no
ART010258,2024-04-12,Guinea,"ECOWAS envoys visit Conakry to discuss customs reform, amid new talks on migration and trade [971]",international,other,,0,easy,none,no
ART010259,2024-04-12,Guinea,"Business leaders in Conakry warn that port delays are raising costs for importers, as investors watch inflation data [432]",economy,other,,0,easy,none,no
ART010260,2024-04-12,Mali,"University researchers in Bamako publish a report on lessons from the 2012 constitutional crisis, while ministers insist the current situation is different [545]",politics,other,,0,hard,historical_reference,yes
ART010261,2024-04-12,Mali,"Traders in Bamako watch reports of coup rumors in Bolivia as border freight slows, even though domestic institutions remain unchanged [142]",international,other,,0,hard,foreign_event_reference,yes
ART010262,2024-04-12,Tunisia,"Arab Maghreb Union envoys visit Tunis to discuss joint patrol coordination, while diplomats prepare a joint communiqué [236]",international,other,,0,easy,none,no
ART010263,2024-04-12,Tunisia,"Diplomats say Tunisia wants a broader regional deal on joint patrol coordination, while diplomats prepare a joint communiqué [816]",international,other,,0,easy,none,no
ART010264,2024-04-12,Bolivia,"Student leaders in Bolivia denounce a 'civilian coup' against campus unions after permit changes, using rhetorical language rather than alleging an actual seizure of power [428]",law,other,,0,hard,metaphorical_language,yes
ART010265,2024-04-12,Bolivia,"Council of Magistrates opens consultations on case backlogs and court staffing, with legal observers calling it a routine test of procedure [702]",law,other,,0,easy,none,no
ART010266,2024-04-12,Thailand,"Banks in Thailand tighten checks after political unrest in Tunisia unsettles cross-border transfers, as businesses hedge against spillovers from the neighboring crisis [396]",international,other,,0,hard,foreign_event_reference,yes
ART010267,2024-04-12,Thailand,"Prime Minister Aran Chaiyasit meets coalition lawmakers as Thailand debates grain reserves, while labor unions press for wage talks [524]",politics,other,,0,easy,none,no
ART010268,2024-04-13,Guinea,"Presidency dismisses speculation that Keita is planning another term, but social media chatter keeps markets on edge [474]",law,other,,0,hard,denial_or_rumor,yes
ART010269,2024-04-13,Guinea,"Guinea's parliament opens a new session focused on teacher hiring, as local election preparations begin [666]",politics,other,,0,easy,none,no
ART010270,2024-04-13,Mali,"Mali signs a memorandum on transport corridors and trade facilitation, as ministers seek financing for transport links [118]",international,other,,0,easy,none,no
ART010271,2024-04-13,Mali,"Mali's central bank keeps rates unchanged as electricity tariffs stay under review, while the finance ministry revises forecasts [913]",economy,other,,0,easy,none,no
ART010272,2024-04-13,Tunisia,"Parliament debates a judicial transparency bill focused on publishing court statistics, while opposition parties search for broader political meaning in a narrow legal change [783]",law,other,,0,hard,institutional_reform_noise,yes
ART010273,2024-04-13,Tunisia,"Teachers in Tunis suspend a strike while negotiations continue over flood response plans, despite promises of a rapid settlement [694]",society,other,,0,easy,none,no
ART010274,2024-04-13,Bolivia,"ASEAN envoys brief officials in La Paz on tensions inside Thailand, with most concern focused on trade and migration rather than regime change at home [801]",international,other,,0,hard,foreign_event_reference,yes
ART010275,2024-04-13,Bolivia,"Business leaders in La Paz warn that port delays are raising costs for importers, while the finance ministry revises forecasts [628]",economy,other,,0,easy,none,no
ART010276,2024-04-13,Thailand,"Pimchanok Saelim asks for parliamentary hearings on port modernization in Thailand, while labor unions press for wage talks [253]",politics,other,,0,easy,none,no
ART010277,2024-04-13,Thailand,"Royal Thai Armed Forces begins a routine training exercise near Bangkok, as border officials tighten inspections [817]",security,other,,0,easy,none,no
ART010278,2024-04-14,Guinea,"Bauxite exporters in Guinea welcome a new logistics package, as investors watch inflation data [829]",economy,other,,0,easy,none,no
ART010279,2024-04-14,Guinea,"Parliament debates a judicial transparency bill focused on publishing court statistics, with legal scholars calling the package largely administrative [670]",law,other,,0,hard,institutional_reform_noise,yes
ART010280,2024-04-14,Mali,"Mali and Mauritania and Niger open talks on migration procedures, while diplomats prepare a joint communiqué [688]",international,other,,0,easy,none,no
ART010281,2024-04-14,Mali,"Student leaders in Mali denounce a 'civilian coup' against campus unions after permit changes, using rhetorical language rather than alleging an actual seizure of power [283]",law,other,,0,hard,metaphorical_language,yes
ART010282,2024-04-14,Tunisia,"Tunisia signs a memorandum on transport corridors and trade facilitation, before a regional summit in the capital [189]",international,other,,0,easy,none,no
ART010283,2024-04-14,Tunisia,"Leila Gharbi asks for parliamentary hearings on port modernization in Tunisia, as local election preparations begin [762]",politics,other,,0,easy,none,no
ART010284,2024-04-14,Bolivia,"Movement for National Renewal lawmakers propose routine updates to court budgeting and case management, after donor agencies offered technical assistance [223]",law,other,,0,hard,institutional_reform_noise,yes
ART010285,2024-04-14,Bolivia,"Traders in La Paz watch reports of coup rumors in Thailand as border freight slows, even though domestic institutions remain unchanged [921]",international,other,,0,hard,foreign_event_reference,yes
ART010286,2024-04-14,Thailand,"Parliament debates a judicial transparency bill focused on publishing court statistics, as reformers argue that efficiency is being mistaken for politicization [290]",law,other,,0,hard,institutional_reform_noise,yes
ART010287,2024-04-14,Thailand,"Presidency dismisses speculation that Chaiyasit is planning another term, as lawyers ask the cabinet to publish the full draft decree [539]",security,other,,0,hard,denial_or_rumor,yes
ART010288,2024-04-15,Guinea,"Business leaders in Conakry warn that port delays are raising costs for importers, after exporters reported stronger shipments [738]",economy,other,,0,easy,none,no
ART010289,2024-04-15,Guinea,"Security forces in Guinea escort commercial convoys through high-risk areas, while aid groups ask for more safeguards on the route [752]",security,other,,0,easy,none,no
ART010290,2024-04-15,Guinea,"Editors in Guinea compare today's political mood with the 2021 institutional rupture, ahead of a televised roundtable on democratic safeguards [402]",politics,other,,0,hard,historical_reference,yes
ART010291,2024-04-15,Mali,"Justice Minister Oumar Dembélé rejects opposition claims of an imminent purge of judges, but social media chatter keeps markets on edge [114]",law,other,,0,hard,denial_or_rumor,yes
ART010292,2024-04-15,Mali,"Gold exporters in Mali welcome a new logistics package, with traders expecting a stable harvest season [536]",economy,other,,0,easy,none,no
ART010293,2024-04-15,Mali,"Diplomats say Mali wants a broader regional deal on joint patrol coordination, before a regional summit in the capital [581]",international,other,,0,easy,none,no
ART010294,2024-04-15,Tunisia,"University researchers in Tunis publish a report on lessons from the 2002 constitutional crisis, as investors ask whether the comparison is overdone [508]",politics,other,,0,hard,historical_reference,yes
ART010295,2024-04-15,Tunisia,"Teachers in Tunis suspend a strike while negotiations continue over flood response plans, as unions threaten further action [441]",society,other,,0,easy,none,no
ART010296,2024-04-15,Tunisia,"Talk radio in Tunisia revives memories of the 2022 power struggle during a debate on reform, as investors ask whether the comparison is overdone [420]",politics,other,,0,hard,historical_reference,yes
ART010297,2024-04-15,Bolivia,"Teachers in La Paz suspend a strike while negotiations continue over teacher salaries, while parents and students call for clarity [172]",society,other,,0,easy,none,no
ART010298,2024-04-15,Bolivia,"Bolivia's central bank keeps rates unchanged as food prices cool for a second month, as investors watch inflation data [376]",economy,other,,0,easy,none,no
ART010299,2024-04-15,Bolivia,"Council of Magistrates opens consultations on case backlogs and court staffing, after judges requested more time for deliberation [744]",law,other,,0,easy,none,no
ART010300,2024-04-15,Thailand,"Constitutional Court hears arguments on compensation claims after floods in Thailand, after judges requested more time for deliberation [476]",law,other,,0,easy,none,no
ART010301,2024-04-15,Thailand,"Thailand signs a memorandum on transport corridors and trade facilitation, before a regional summit in the capital [631]",international,other,,0,easy,none,no
ART010302,2024-04-15,Thailand,"Rice exporters in Thailand welcome a new logistics package, with traders expecting a stable harvest season [626]",economy,other,,0,easy,none,no
ART010303,2024-04-16,Guinea,"Andean Community envoys brief officials in Conakry on tensions inside Bolivia, as businesses hedge against spillovers from the neighboring crisis [162]",international,other,,0,hard,foreign_event_reference,yes
ART010304,2024-04-16,Guinea,"National Renewal Movement lawmakers propose routine updates to court budgeting and case management, with legal scholars calling the package largely administrative [235]",law,other,,0,hard,institutional_reform_noise,yes
ART010305,2024-04-16,Guinea,"Guinea's parliament opens a new session focused on grain reserves, as local election preparations begin [543]",politics,other,,0,easy,none,no
ART010306,2024-04-16,Mali,"Mariam Traore calls the budget rewrite a 'constitutional coup' against local councils in Mali, while government allies dismiss the phrase as campaign theater [101]",law,other,,0,hard,metaphorical_language,yes
ART010307,2024-04-16,Mali,"Security forces in Mali escort commercial convoys through high-risk areas, as border officials tighten inspections [583]",security,other,,0,easy,none,no
ART010308,2024-04-16,Mali,"High Council of the Judiciary opens consultations on case backlogs and court staffing, while bar associations follow the case closely [390]",law,other,,0,easy,none,no
ART010309,2024-04-16,Tunisia,"Interior officials in Tunisia announce new steps against illegal mining camps, after commanders briefed lawmakers on the operation [564]",security,other,,0,easy,none,no
ART010310,2024-04-16,Tunisia,"Leila Gharbi asks for parliamentary hearings on teacher hiring in Tunisia, while labor unions press for wage talks [795]",politics,other,,0,easy,none,no
ART010311,2024-04-16,Tunisia,"Leila Gharbi asks for parliamentary hearings on teacher hiring in Tunisia, as local election preparations begin [184]",politics,other,,0,easy,none,no
ART010312,2024-04-16,Bolivia,"Diplomats say Bolivia wants a broader regional deal on migration procedures, as ministers seek financing for transport links [995]",international,other,,0,easy,none,no
ART010313,2024-04-16,Bolivia,"Bolivia's central bank keeps rates unchanged as currency pressure eases in urban markets, with traders expecting a stable harvest season [947]",economy,other,,0,easy,none,no
ART010314,2024-04-16,Bolivia,"Andean Community envoys visit La Paz to discuss customs reform, before a regional summit in the capital [309]",international,other,,0,easy,none,no
ART010315,2024-04-16,Thailand,"Prime Minister Aran Chaiyasit meets coalition lawmakers as Thailand debates grain reserves, while labor unions press for wage talks [996]",politics,other,,0,easy,none,no
ART010316,2024-04-16,Thailand,"Bar associations in Thailand support a training plan for newly appointed magistrates, as reformers argue that efficiency is being mistaken for politicization [166]",law,other,,0,hard,institutional_reform_noise,yes
ART010317,2024-04-16,Thailand,"General Preecha Anurak denies coup rumors after an overnight deployment near Bangkok, while opposition parties demand more transparency [524]",law,other,,0,hard,denial_or_rumor,yes
ART010318,2024-04-17,Guinea,"President Mamadou Keita meets coalition lawmakers as Guinea debates grain reserves, after talks with coalition deputies [246]",politics,other,,0,easy,none,no
ART010319,2024-04-17,Guinea,"Lawyers in Conakry debate digital reforms meant to reduce delays in civil courts, as business groups lobby for clarity [442]",law,other,,0,easy,none,no
ART010320,2024-04-17,Guinea,"ASEAN envoys brief officials in Conakry on tensions inside Thailand, as businesses hedge against spillovers from the neighboring crisis [869]",international,other,,0,hard,foreign_event_reference,yes
ART010321,2024-04-17,Mali,"Alliance for Sovereignty lawmakers expand seats on Constitutional Court, giving the executive more appointments, drawing protests from bar associations",law,judiciary_weakening,2024-04,1,easy,none,no
ART010322,2024-04-17,Mali,"ECOWAS envoys visit Bamako to discuss border trade rules, amid new talks on migration and trade [903]",international,other,,0,easy,none,no
ART010323,2024-04-17,Mali,"Business leaders in Bamako warn that port delays are raising costs for importers, as investors watch inflation data [991]",economy,other,,0,easy,none,no
ART010324,2024-04-17,Tunisia,"Arab Maghreb Union envoys visit Tunis to discuss migration procedures, amid new talks on migration and trade [526]",international,other,,0,easy,none,no
ART010325,2024-04-17,Tunisia,"Business leaders in Tunis warn that port delays are raising costs for importers, with traders expecting a stable harvest season [898]",economy,other,,0,easy,none,no
ART010326,2024-04-17,Tunisia,"Leila Gharbi asks for parliamentary hearings on grain reserves in Tunisia, as local election preparations begin [362]",politics,other,,0,easy,none,no
ART010327,2024-04-17,Bolivia,"Bolivia and Peru and Chile open talks on customs reform, as ministers seek financing for transport links [557]",international,other,,0,easy,none,no
ART010328,2024-04-17,Bolivia,"Lithium exporters in Bolivia welcome a new logistics package, with traders expecting a stable harvest season [748]",economy,other,,0,easy,none,no
ART010329,2024-04-17,Bolivia,"Bolivia and Peru and Chile open talks on border trade rules, amid new talks on migration and trade [201]",international,other,,0,easy,none,no
ART010330,2024-04-17,Thailand,"ASEAN envoys visit Bangkok to discuss customs reform, while diplomats prepare a joint communiqué [136]",international,other,,0,easy,none,no
ART010331,2024-04-17,Thailand,"Thailand and Cambodia and Laos open talks on customs reform, amid new talks on migration and trade [801]",international,other,,0,easy,none,no
ART010332,2024-04-17,Thailand,"Business leaders in Bangkok warn that port delays are raising costs for importers, as investors watch inflation data [365]",economy,other,,0,easy,none,no
ART010333,2024-04-18,Guinea,"Civil society groups in Guinea launch a campaign on teacher salaries, despite promises of a rapid settlement [760]",society,other,,0,easy,none,no
ART010334,2024-04-18,Guinea,"Guinea's central bank keeps rates unchanged as electricity tariffs stay under review, as investors watch inflation data [881]",economy,other,,0,easy,none,no
ART010335,2024-04-18,Guinea,"Supreme Council of Magistrates backs a digital filing reform meant to reduce case backlogs in Guinea, after donor agencies offered technical assistance [177]",law,other,,0,hard,institutional_reform_noise,yes
ART010336,2024-04-18,Mali,"Mariam Traore asks for parliamentary hearings on fuel subsidies in Mali, while labor unions press for wage talks [345]",politics,other,,0,easy,none,no
ART010337,2024-04-18,Mali,"Mariam Traore calls the budget rewrite a 'constitutional coup' against local councils in Mali, using rhetorical language rather than alleging an actual seizure of power [144]",law,other,,0,hard,metaphorical_language,yes
ART010338,2024-04-18,Mali,"Constitutional Court hears arguments on a procurement dispute in Mali, as business groups lobby for clarity [619]",law,other,,0,easy,none,no
ART010339,2024-04-18,Tunisia,"Leila Gharbi calls the budget rewrite a 'constitutional coup' against local councils in Tunisia, while government allies dismiss the phrase as campaign theater [577]",law,other,,0,hard,metaphorical_language,yes
ART010340,2024-04-18,Tunisia,"Interior officials in Tunisia announce new steps against cross-border livestock theft, while aid groups ask for more safeguards on the route [232]",security,other,,0,easy,none,no
ART010341,2024-04-18,Tunisia,"Traders in Tunis watch reports of coup rumors in Mali as border freight slows, as businesses hedge against spillovers from the neighboring crisis [262]",international,other,,0,hard,foreign_event_reference,yes
ART010342,2024-04-18,Bolivia,"Business leaders in La Paz warn that port delays are raising costs for importers, as investors watch inflation data [786]",economy,other,,0,easy,none,no
ART010343,2024-04-18,Bolivia,"Diego Rojas asks for parliamentary hearings on port modernization in Bolivia, ahead of next month's budget session [209]",politics,other,,0,easy,none,no
ART010344,2024-04-18,Bolivia,"Plurinational Constitutional Court hears arguments on a procurement dispute in Bolivia, after judges requested more time for deliberation [635]",law,other,,0,easy,none,no
ART010345,2024-04-18,Thailand,"National Stability Party lawmakers approve a constitutional amendment removing the presidential term cap, after a late-night session in parliament",politics,term_limit_evasion,,2,easy,none,no
ART010346,2024-04-18,Thailand,"Business leaders in Bangkok warn that port delays are raising costs for importers, with traders expecting a stable harvest season [169]",economy,other,,0,easy,none,no
ART010347,2024-04-18,Thailand,"Thailand's central bank keeps rates unchanged as import bills fall after a good harvest, with traders expecting a stable harvest season [126]",economy,other,,0,easy,none,no
ART010348,2024-04-19,Guinea,"Traders in Conakry watch reports of coup rumors in Mali as border freight slows, as businesses hedge against spillovers from the neighboring crisis [968]",international,other,,0,hard,foreign_event_reference,yes
ART010349,2024-04-19,Guinea,"Flood mitigation plans dominate local radio in Conakry after heavy rain, despite promises of a rapid settlement [360]",society,other,,0,easy,none,no
ART010350,2024-04-19,Guinea,"Aissatou Diallo asks for parliamentary hearings on municipal finance rules in Guinea, while labor unions press for wage talks [636]",politics,other,,0,easy,none,no
ART010351,2024-04-19,Mali,"Mariam Traore calls the budget rewrite a 'constitutional coup' against local councils in Mali, as analysts caution that the metaphor may confuse external observers [266]",law,other,,0,hard,metaphorical_language,yes
ART010352,2024-04-19,Mali,"Malian Armed Forces begins a routine training exercise near Bamako, with merchants urging faster escorts for convoys [121]",security,other,,0,easy,none,no
ART010353,2024-04-19,Mali,"Malian Armed Forces begins a routine training exercise near Bamako, with merchants urging faster escorts for convoys [168]",security,other,,0,easy,none,no
ART010354,2024-04-19,Tunisia,"Business leaders in Tunis warn that port delays are raising costs for importers, as investors watch inflation data [834]",economy,other,,0,easy,none,no
ART010355,2024-04-19,Tunisia,"Finance officials in Tunisia revise growth expectations after a stronger quarter, after exporters reported stronger shipments [897]",economy,other,,0,easy,none,no
ART010356,2024-04-19,Tunisia,"Diplomats in Tunis discuss whether term-limit tensions in Guinea could disrupt regional summits, even though domestic institutions remain unchanged [641]",international,other,,0,hard,foreign_event_reference,yes
ART010357,2024-04-19,Bolivia,"Interior officials in Bolivia announce new steps against cross-border livestock theft, with merchants urging faster escorts for convoys [638]",security,other,,0,easy,none,no
ART010358,2024-04-19,Bolivia,"Bolivian Armed Forces begins a routine training exercise near La Paz, with merchants urging faster escorts for convoys [622]",security,other,,0,easy,none,no
ART010359,2024-04-19,Bolivia,"Diego Rojas asks for parliamentary hearings on fuel subsidies in Bolivia, as local election preparations begin [523]",politics,other,,0,easy,none,no
ART010360,2024-04-19,Thailand,"Troops seize the state broadcaster in Bangkok and suspend the constitution in an apparent coup, after flights are diverted and land borders close",security,coup,,3,easy,none,no
ART010361,2024-04-19,Thailand,"Interior officials in Thailand announce new steps against rural road checkpoints, with merchants urging faster escorts for convoys [329]",security,other,,0,easy,none,no
ART010362,2024-04-19,Thailand,"Prime Minister Aran Chaiyasit suspends senior judges after they questioned an emergency decree, prompting opposition parties to accuse the executive of court-packing",law,judiciary_weakening,,1,easy,none,no
ART010363,2024-04-20,Guinea,"President Mamadou Keita meets coalition lawmakers as Guinea debates electricity arrears, as local election preparations begin [508]",politics,other,,0,easy,none,no
ART010364,2024-04-20,Guinea,"Lawyers in Conakry debate digital reforms meant to reduce delays in civil courts, with legal observers calling it a routine test of procedure [639]",law,other,,0,easy,none,no
ART010365,2024-04-20,Guinea,"Finance officials in Guinea revise growth expectations after a stronger quarter, with traders expecting a stable harvest season [403]",economy,other,,0,easy,none,no
ART010366,2024-04-20,Mali,"Sissoko rejects calls for a cabinet reshuffle during talks in Bamako, after talks with coalition deputies [485]",politics,other,,0,easy,none,no
ART010367,2024-04-20,Mali,"Mali signs a memorandum on transport corridors and trade facilitation, before a regional summit in the capital [127]",international,other,,0,easy,none,no
ART010368,2024-04-20,Mali,"Interior officials in Mali announce new steps against bandit attacks on traders, while aid groups ask for more safeguards on the route [772]",security,other,,0,easy,none,no
ART010369,2024-04-20,Tunisia,"Interior officials in Tunisia announce new steps against smuggling routes near the northern corridor, after commanders briefed lawmakers on the operation [621]",security,other,,0,easy,none,no
ART010370,2024-04-20,Tunisia,"Supreme Judicial Council opens consultations on case backlogs and court staffing, with legal observers calling it a routine test of procedure [803]",law,other,,0,easy,none,no
ART010371,2024-04-20,Tunisia,"Olive Oil exporters in Tunisia welcome a new logistics package, after exporters reported stronger shipments [710]",economy,other,,0,easy,none,no
ART010372,2024-04-20,Bolivia,"Bolivia and Peru and Chile open talks on border trade rules, before a regional summit in the capital [167]",international,other,,0,easy,none,no
ART010373,2024-04-20,Bolivia,"Teachers in La Paz suspend a strike while negotiations continue over flood response plans, as unions threaten further action [850]",society,other,,0,easy,none,no
ART010374,2024-04-20,Bolivia,"Business leaders in La Paz warn that port delays are raising costs for importers, with traders expecting a stable harvest season [513]",economy,other,,0,easy,none,no
ART010375,2024-04-20,Thailand,"Hospital unions in Thailand press ministers for clarity on flood response plans, as unions threaten further action [120]",society,other,,0,easy,none,no
ART010376,2024-04-20,Thailand,"Prime Minister Aran Chaiyasit meets coalition lawmakers as Thailand debates electricity arrears, ahead of next month's budget session [792]",politics,other,,0,easy,none,no
ART010377,2024-04-20,Thailand,"Pimchanok Saelim asks for parliamentary hearings on electricity arrears in Thailand, ahead of next month's budget session [515]",politics,other,,0,easy,none,no
ART010378,2024-04-21,Guinea,"Editors in Guinea compare today's political mood with the 2017 institutional rupture, without any sign of an immediate rupture in state institutions [188]",politics,other,,0,hard,historical_reference,yes
ART010379,2024-04-21,Guinea,"Bauxite exporters in Guinea welcome a new logistics package, after exporters reported stronger shipments [708]",economy,other,,0,easy,none,no
ART010380,2024-04-21,Guinea,"Aissatou Diallo asks for parliamentary hearings on teacher hiring in Guinea, while labor unions press for wage talks [800]",politics,other,,0,easy,none,no
ART010381,2024-04-21,Mali,"High Council of the Judiciary opens consultations on case backlogs and court staffing, as business groups lobby for clarity [601]",law,other,,0,easy,none,no
ART010382,2024-04-21,Mali,"Mali's central bank keeps rates unchanged as currency pressure eases in urban markets, after exporters reported stronger shipments [796]",economy,other,,0,easy,none,no
ART010383,2024-04-21,Mali,"Civil society groups in Mali launch a campaign on hospital staffing, after a late-night meeting with ministers [706]",society,other,,0,easy,none,no
ART010384,2024-04-21,Tunisia,"Lawyers in Tunis debate digital reforms meant to reduce delays in civil courts, with legal observers calling it a routine test of procedure [247]",law,other,,0,easy,none,no
ART010385,2024-04-21,Tunisia,"Tunisia's exporters say uncertainty over judicial reforms in Bolivia is delaying payments, as businesses hedge against spillovers from the neighboring crisis [911]",international,other,,0,hard,foreign_event_reference,yes
ART010386,2024-04-21,Tunisia,"Olive Oil exporters in Tunisia welcome a new logistics package, as investors watch inflation data [677]",economy,other,,0,easy,none,no
ART010387,2024-04-21,Bolivia,"Teachers in La Paz suspend a strike while negotiations continue over youth job programs, after a late-night meeting with ministers [310]",society,other,,0,easy,none,no
ART010388,2024-04-21,Bolivia,"President Lucia Quispe meets coalition lawmakers as Bolivia debates electricity arrears, after talks with coalition deputies [786]",politics,other,,0,easy,none,no
ART010389,2024-04-21,Bolivia,"Bolivia signs a memorandum on transport corridors and trade facilitation, while diplomats prepare a joint communiqué [223]",international,other,,0,easy,none,no
ART010390,2024-04-21,Thailand,"Business leaders in Bangkok warn that port delays are raising costs for importers, after exporters reported stronger shipments [988]",economy,other,,0,easy,none,no
ART010391,2024-04-21,Thailand,"National Stability Party lawyers argue that earlier mandates should not count under a proposed constitutional reset in Thailand, after a late-night session in parliament",politics,term_limit_evasion,,2,hard,soft_positive,yes
ART010392,2024-04-21,Thailand,"Business leaders in Bangkok warn that port delays are raising costs for importers, while the finance ministry revises forecasts [706]",economy,other,,0,easy,none,no
ART010393,2024-04-22,Guinea,"Interior officials in Guinea announce new steps against rural road checkpoints, with merchants urging faster escorts for convoys [545]",security,other,,0,easy,none,no
ART010394,2024-04-22,Guinea,"Guinea's parliament opens a new session focused on grain reserves, as local election preparations begin [590]",politics,other,,0,easy,none,no
ART010395,2024-04-22,Guinea,"Supreme Council of Magistrates opens consultations on case backlogs and court staffing, after judges requested more time for deliberation [493]",law,other,,0,easy,none,no
ART010396,2024-04-22,Mali,"Business leaders in Bamako warn that port delays are raising costs for importers, as investors watch inflation data [364]",economy,other,,0,easy,none,no
ART010397,2024-04-22,Mali,"ECOWAS envoys visit Bamako to discuss customs reform, before a regional summit in the capital [353]",international,other,,0,easy,none,no
ART010398,2024-04-22,Mali,"Finance officials in Mali revise growth expectations after a stronger quarter, as investors watch inflation data [650]",economy,other,,0,easy,none,no
ART010399,2024-04-22,Tunisia,"University researchers in Tunis publish a report on lessons from the 1987 constitutional crisis, while ministers insist the current situation is different [772]",politics,other,,0,hard,historical_reference,yes
ART010400,2024-04-22,Tunisia,"Business leaders in Tunis warn that port delays are raising costs for importers, with traders expecting a stable harvest season [986]",economy,other,,0,easy,none,no
ART010401,2024-04-22,Tunisia,"Diplomats say Tunisia wants a broader regional deal on regional power links, before a regional summit in the capital [514]",international,other,,0,easy,none,no
